invoice_id,customer_id,invoice_date,invoice_amount,tax_amount,total_amount,payment_status,amount_paid,payment_date,write_off_flag
INV82010,CUST1091,2025-10-16,926,46.300000000000004,972.3000000000001,Paid,926.0,2025-10-16,No
INV38328,CUST1092,2025-10-29,3977,198.85000000000002,4175.85,Paid,3977.0,2025-10-29,No
INV83402,CUST1092,2025-10-25,3977,198.85000000000002,4175.85,Paid,3977.0,2025-10-25,No
INV73064,CUST1092,2025-11-17,3977,198.85000000000002,4175.85,Paid,3977.0,2025-11-17,No
INV76155,CUST1093,2025-08-31,3856,192.8,4048.8,Unpaid,0.0,,No
INV44064,CUST1093,2025-12-04,3856,192.8,4048.8,Paid,3856.0,2025-12-04,No
INV80902,CUST1094,2025-11-13,1403,70.15,1473.15,Partial,701.5,2025-11-13,No
INV46191,CUST1094,2025-10-18,1403,70.15,1473.15,Paid,1403.0,2025-10-18,No
INV31542,CUST1094,2025-10-30,1403,70.15,1473.15,Paid,1403.0,2025-10-30,No
INV97893,CUST1094,2025-11-09,1403,70.15,1473.15,Paid,1403.0,2025-11-09,No
INV32601,CUST1094,2025-12-19,1403,70.15,1473.15,Unpaid,0.0,,No
INV34532,CUST1095,2025-08-29,4249,212.45000000000002,4461.45,Paid,4249.0,2025-08-29,No
INV53463,CUST1095,2025-10-20,4249,212.45000000000002,4461.45,Paid,4249.0,2025-10-20,No
INV95867,CUST1095,2026-01-10,4249,212.45000000000002,4461.45,Paid,4249.0,2026-01-10,No
INV50695,CUST1095,2026-01-22,4249,212.45000000000002,4461.45,Partial,2124.5,2026-01-22,No
INV63574,CUST1096,2025-09-25,4946,247.3,5193.3,Unpaid,0.0,,No
INV13696,CUST1096,2025-09-06,4946,247.3,5193.3,Paid,4946.0,2025-09-06,No
INV14956,CUST1097,2026-01-15,4333,216.65,4549.650000000001,Paid,4333.0,2026-01-15,No
INV62160,CUST1097,2025-11-02,4333,216.65,4549.650000000001,Paid,4333.0,2025-11-02,No
INV39961,CUST1098,2025-08-31,4167,208.35000000000002,4375.35,Partial,2083.5,2025-08-31,No
INV44681,CUST1098,2025-12-22,4167,208.35000000000002,4375.35,Unpaid,0.0,,No
INV88532,CUST1099,2025-08-16,4168,208.4,4376.400000000001,Partial,2084.0,2025-08-16,No
INV32626,CUST1099,2025-12-07,4168,208.4,4376.400000000001,Paid,4168.0,2025-12-07,No
INV90070,CUST1100,2025-09-07,4597,229.85000000000002,4826.85,Unpaid,0.0,,No
INV17812,CUST1100,2025-11-22,4597,229.85000000000002,4826.85,Paid,4597.0,2025-11-22,No
INV18275,CUST1100,2025-09-22,4597,229.85000000000002,4826.85,Paid,4597.0,2025-09-22,No
INV49464,CUST1101,2025-10-15,2592,129.6,2721.6,Paid,2592.0,2025-10-15,No
INV70315,CUST1101,2025-10-12,2592,129.6,2721.6,Partial,1296.0,2025-10-12,No
INV55026,CUST1101,2025-11-25,2592,129.6,2721.6,Paid,2592.0,2025-11-25,No
INV55095,CUST1101,2025-10-13,2592,129.6,2721.6,Paid,2592.0,2025-10-13,Yes
INV94995,CUST1102,2026-01-08,3661,183.05,3844.05,Paid,3661.0,2026-01-08,No
INV17415,CUST1102,2025-08-08,3661,183.05,3844.05,Paid,3661.0,2025-08-08,No
INV47044,CUST1102,2025-10-15,3661,183.05,3844.05,Unpaid,0.0,,No
INV90437,CUST1102,2025-12-06,3661,183.05,3844.05,Paid,3661.0,2025-12-06,No
INV95076,CUST1103,2025-09-16,4276,213.8,4489.8,Paid,4276.0,2025-09-16,No
INV32318,CUST1104,2025-09-26,4217,210.85000000000002,4427.85,Unpaid,0.0,,No
INV55475,CUST1104,2025-11-17,4217,210.85000000000002,4427.85,Paid,4217.0,2025-11-17,No
INV67649,CUST1104,2025-09-13,4217,210.85000000000002,4427.85,Paid,4217.0,2025-09-13,No
INV75458,CUST1105,2026-01-07,2445,122.25,2567.25,Paid,2445.0,2026-01-07,No
INV17214,CUST1105,2025-09-28,2445,122.25,2567.25,Paid,2445.0,2025-09-28,No
INV15141,CUST1105,2025-12-24,2445,122.25,2567.25,Paid,2445.0,2025-12-24,No
INV67615,CUST1105,2025-09-05,2445,122.25,2567.25,Unpaid,0.0,,No
INV57135,CUST1105,2026-01-01,2445,122.25,2567.25,Paid,2445.0,2026-01-01,No
INV37128,CUST1106,2025-09-15,2005,100.25,2105.25,Paid,2005.0,2025-09-15,No
INV21156,CUST1107,2025-10-13,3830,191.5,4021.5,Paid,3830.0,2025-10-13,No
INV12610,CUST1107,2025-11-28,3830,191.5,4021.5,Paid,3830.0,2025-11-28,No
INV30583,CUST1107,2025-09-27,3830,191.5,4021.5,Paid,3830.0,2025-09-27,No
INV29456,CUST1107,2025-08-18,3830,191.5,4021.5,Paid,3830.0,2025-08-18,No
INV29873,CUST1108,2025-08-18,3672,183.60000000000002,3855.6000000000004,Partial,1836.0,2025-08-18,No
INV47125,CUST1108,2025-11-20,3672,183.60000000000002,3855.6000000000004,Paid,3672.0,2025-11-20,No
INV51520,CUST1109,2026-01-29,3872,193.60000000000002,4065.6000000000004,Unpaid,0.0,,No
INV63312,CUST1109,2025-08-10,3872,193.60000000000002,4065.6000000000004,Paid,3872.0,2025-08-10,No
INV43919,CUST1109,2026-01-17,3872,193.60000000000002,4065.6000000000004,Paid,3872.0,2026-01-17,No
INV44675,CUST1109,2025-10-11,3872,193.60000000000002,4065.6000000000004,Unpaid,0.0,,No
INV60445,CUST1109,2025-11-15,3872,193.60000000000002,4065.6000000000004,Paid,3872.0,2025-11-15,No
INV80533,CUST1110,2025-12-04,2654,132.70000000000002,2786.7000000000003,Paid,2654.0,2025-12-04,No
INV28624,CUST1110,2025-08-08,2654,132.70000000000002,2786.7000000000003,Paid,2654.0,2025-08-08,No
INV77391,CUST1110,2025-11-13,2654,132.70000000000002,2786.7000000000003,Partial,1327.0,2025-11-13,No
INV14986,CUST1110,2025-09-07,2654,132.70000000000002,2786.7000000000003,Paid,2654.0,2025-09-07,No
INV37798,CUST1111,2025-09-06,4821,241.05,5062.05,Paid,4821.0,2025-09-06,No
INV53526,CUST1112,2025-12-06,3508,175.4,3683.4,Paid,3508.0,2025-12-06,No
INV34335,CUST1112,2025-10-05,3508,175.4,3683.4,Paid,3508.0,2025-10-05,No
INV47327,CUST1112,2025-08-06,3508,175.4,3683.4,Unpaid,0.0,,No
INV69722,CUST1113,2025-10-11,4302,215.10000000000002,4517.1,Unpaid,0.0,,No
INV20808,CUST1114,2025-09-09,2132,106.60000000000001,2238.6,Partial,1066.0,2025-09-09,No
INV41802,CUST1114,2025-11-24,2132,106.60000000000001,2238.6,Unpaid,0.0,,No
INV91938,CUST1114,2025-12-13,2132,106.60000000000001,2238.6,Paid,2132.0,2025-12-13,No
INV94526,CUST1114,2025-10-01,2132,106.60000000000001,2238.6,Unpaid,0.0,,No
INV91486,CUST1115,2025-09-13,1001,50.050000000000004,1051.05,Paid,1001.0,2025-09-13,No
INV32931,CUST1116,2025-09-26,4307,215.35000000000002,4522.35,Paid,4307.0,2025-09-26,No
INV35991,CUST1116,2025-11-11,4307,215.35000000000002,4522.35,Partial,2153.5,2025-11-11,No
INV20561,CUST1116,2025-08-28,4307,215.35000000000002,4522.35,Partial,2153.5,2025-08-28,No
INV11988,CUST1117,2025-08-29,1374,68.7,1442.7,Paid,1374.0,2025-08-29,No
INV97728,CUST1117,2025-08-16,1374,68.7,1442.7,Paid,1374.0,2025-08-16,No
INV42088,CUST1117,2025-09-23,1374,68.7,1442.7,Paid,1374.0,2025-09-23,No
INV86361,CUST1117,2026-01-30,1374,68.7,1442.7,Paid,1374.0,2026-01-30,No
INV70710,CUST1117,2025-08-31,1374,68.7,1442.7,Paid,1374.0,2025-08-31,No
INV74619,CUST1118,2025-12-22,1336,66.8,1402.8,Unpaid,0.0,,No
INV29233,CUST1118,2025-10-13,1336,66.8,1402.8,Paid,1336.0,2025-10-13,No
INV13849,CUST1118,2025-09-20,1336,66.8,1402.8,Paid,1336.0,2025-09-20,No
INV55800,CUST1118,2025-10-28,1336,66.8,1402.8,Paid,1336.0,2025-10-28,No
INV84816,CUST1119,2026-01-30,2425,121.25,2546.25,Partial,1212.5,2026-01-30,No
INV58442,CUST1119,2026-01-22,2425,121.25,2546.25,Paid,2425.0,2026-01-22,No
INV11813,CUST1119,2025-12-15,2425,121.25,2546.25,Unpaid,0.0,,No
INV52051,CUST1120,2026-01-04,2922,146.1,3068.1,Paid,2922.0,2026-01-04,No
INV87219,CUST1121,2025-08-21,1185,59.25,1244.25,Partial,592.5,2025-08-21,No
INV83903,CUST1122,2025-08-25,4081,204.05,4285.05,Paid,4081.0,2025-08-25,No
INV94021,CUST1122,2025-11-19,4081,204.05,4285.05,Unpaid,0.0,,No
INV70686,CUST1123,2025-11-08,1274,63.7,1337.7,Partial,637.0,2025-11-08,No
INV78498,CUST1123,2025-10-01,1274,63.7,1337.7,Paid,1274.0,2025-10-01,No
INV85945,CUST1123,2026-01-15,1274,63.7,1337.7,Paid,1274.0,2026-01-15,No
INV53764,CUST1123,2025-08-17,1274,63.7,1337.7,Paid,1274.0,2025-08-17,No
INV70128,CUST1124,2025-12-16,1217,60.85,1277.8500000000001,Unpaid,0.0,,No
INV31281,CUST1124,2025-11-24,1217,60.85,1277.8500000000001,Unpaid,0.0,,No
INV63053,CUST1124,2025-12-02,1217,60.85,1277.8500000000001,Paid,1217.0,2025-12-02,No
INV44397,CUST1124,2025-11-18,1217,60.85,1277.8500000000001,Paid,1217.0,2025-11-18,No
INV79906,CUST1125,2025-11-11,4400,220.0,4620.0,Paid,4400.0,2025-11-11,No
INV86162,CUST1125,2025-11-30,4400,220.0,4620.0,Paid,4400.0,2025-11-30,No
INV43458,CUST1126,2025-10-04,1754,87.7,1841.7,Partial,877.0,2025-10-04,No
INV34170,CUST1127,2025-11-20,2005,100.25,2105.25,Paid,2005.0,2025-11-20,No
INV96664,CUST1128,2026-01-04,4920,246.0,5166.0,Partial,2460.0,2026-01-04,Yes
INV30025,CUST1129,2025-11-08,2790,139.5,2929.5,Paid,2790.0,2025-11-08,No
INV48506,CUST1129,2025-08-17,2790,139.5,2929.5,Paid,2790.0,2025-08-17,No
INV91982,CUST1129,2025-11-01,2790,139.5,2929.5,Paid,2790.0,2025-11-01,No
INV51094,CUST1130,2026-01-28,4372,218.60000000000002,4590.6,Paid,4372.0,2026-01-28,No
INV41707,CUST1130,2025-12-09,4372,218.60000000000002,4590.6,Unpaid,0.0,,No
INV86709,CUST1130,2025-12-08,4372,218.60000000000002,4590.6,Paid,4372.0,2025-12-08,No
INV15103,CUST1131,2025-10-22,4958,247.9,5205.900000000001,Unpaid,0.0,,No
INV41174,CUST1132,2025-11-01,3513,175.65,3688.65,Paid,3513.0,2025-11-01,No
INV22356,CUST1133,2025-11-10,3003,150.15,3153.15,Unpaid,0.0,,Yes
INV31225,CUST1133,2025-09-14,3003,150.15,3153.15,Paid,3003.0,2025-09-14,No
INV36489,CUST1133,2026-01-11,3003,150.15,3153.15,Paid,3003.0,2026-01-11,No
INV12591,CUST1133,2025-09-01,3003,150.15,3153.15,Paid,3003.0,2025-09-01,No
INV76736,CUST1134,2025-12-27,3920,196.0,4116.0,Paid,3920.0,2025-12-27,No
INV33408,CUST1134,2025-12-24,3920,196.0,4116.0,Paid,3920.0,2025-12-24,No
INV69500,CUST1134,2025-09-17,3920,196.0,4116.0,Unpaid,0.0,,No
INV42854,CUST1134,2025-09-04,3920,196.0,4116.0,Paid,3920.0,2025-09-04,No
INV61925,CUST1134,2025-08-27,3920,196.0,4116.0,Paid,3920.0,2025-08-27,No
INV54589,CUST1135,2025-11-06,1766,88.30000000000001,1854.3000000000002,Unpaid,0.0,,No
INV15520,CUST1135,2025-10-12,1766,88.30000000000001,1854.3000000000002,Unpaid,0.0,,No
INV51605,CUST1135,2025-11-08,1766,88.30000000000001,1854.3000000000002,Paid,1766.0,2025-11-08,No
INV74925,CUST1135,2025-10-30,1766,88.30000000000001,1854.3000000000002,Unpaid,0.0,,Yes
INV99037,CUST1135,2025-08-25,1766,88.30000000000001,1854.3000000000002,Partial,883.0,2025-08-25,No
INV56313,CUST1136,2025-10-09,4232,211.60000000000002,4443.6,Paid,4232.0,2025-10-09,No
INV57861,CUST1136,2025-08-18,4232,211.60000000000002,4443.6,Unpaid,0.0,,No
INV64935,CUST1136,2025-10-06,4232,211.60000000000002,4443.6,Paid,4232.0,2025-10-06,No
INV94925,CUST1136,2025-09-17,4232,211.60000000000002,4443.6,Paid,4232.0,2025-09-17,No
INV18640,CUST1137,2025-11-19,1488,74.4,1562.4,Paid,1488.0,2025-11-19,No
INV66053,CUST1137,2025-10-26,1488,74.4,1562.4,Paid,1488.0,2025-10-26,No
INV42972,CUST1137,2025-10-31,1488,74.4,1562.4,Paid,1488.0,2025-10-31,No
INV47158,CUST1138,2025-11-29,4501,225.05,4726.05,Partial,2250.5,2025-11-29,No
INV68692,CUST1138,2026-01-06,4501,225.05,4726.05,Paid,4501.0,2026-01-06,No
INV10192,CUST1138,2026-01-25,4501,225.05,4726.05,Paid,4501.0,2026-01-25,Yes
INV60940,CUST1138,2026-01-15,4501,225.05,4726.05,Partial,2250.5,2026-01-15,No
INV20655,CUST1138,2026-01-03,4501,225.05,4726.05,Paid,4501.0,2026-01-03,No
INV61831,CUST1139,2025-12-09,1141,57.050000000000004,1198.05,Paid,1141.0,2025-12-09,No
INV86274,CUST1140,2025-11-07,2524,126.2,2650.2000000000003,Paid,2524.0,2025-11-07,No
INV10717,CUST1140,2025-10-06,2524,126.2,2650.2000000000003,Paid,2524.0,2025-10-06,No
INV14994,CUST1140,2025-09-07,2524,126.2,2650.2000000000003,Partial,1262.0,2025-09-07,Yes
INV52215,CUST1140,2025-08-11,2524,126.2,2650.2000000000003,Paid,2524.0,2025-08-11,Yes
INV87535,CUST1140,2025-09-26,2524,126.2,2650.2000000000003,Paid,2524.0,2025-09-26,Yes
INV35307,CUST1141,2025-10-20,2592,129.6,2721.6,Partial,1296.0,2025-10-20,No
INV57937,CUST1141,2025-12-14,2592,129.6,2721.6,Unpaid,0.0,,No
INV55276,CUST1141,2025-11-14,2592,129.6,2721.6,Paid,2592.0,2025-11-14,No
INV83933,CUST1141,2025-11-26,2592,129.6,2721.6,Paid,2592.0,2025-11-26,No
INV34123,CUST1142,2025-12-01,2559,127.95,2686.9500000000003,Paid,2559.0,2025-12-01,No
INV18026,CUST1142,2025-10-02,2559,127.95,2686.9500000000003,Paid,2559.0,2025-10-02,No
INV57664,CUST1142,2025-09-24,2559,127.95,2686.9500000000003,Paid,2559.0,2025-09-24,No
INV64319,CUST1143,2025-12-02,4012,200.60000000000002,4212.6,Unpaid,0.0,,No
INV44660,CUST1143,2025-09-18,4012,200.60000000000002,4212.6,Paid,4012.0,2025-09-18,No
INV21577,CUST1143,2025-12-01,4012,200.60000000000002,4212.6,Paid,4012.0,2025-12-01,No
INV99791,CUST1143,2025-10-25,4012,200.60000000000002,4212.6,Paid,4012.0,2025-10-25,No
INV45710,CUST1144,2025-11-22,1789,89.45,1878.45,Paid,1789.0,2025-11-22,No
INV86502,CUST1144,2025-08-28,1789,89.45,1878.45,Unpaid,0.0,,No
INV76025,CUST1144,2026-01-11,1789,89.45,1878.45,Paid,1789.0,2026-01-11,No
INV49178,CUST1145,2025-11-17,3062,153.1,3215.1,Paid,3062.0,2025-11-17,No
INV48712,CUST1145,2026-01-24,3062,153.1,3215.1,Paid,3062.0,2026-01-24,No
INV16859,CUST1146,2025-09-24,3282,164.10000000000002,3446.1000000000004,Paid,3282.0,2025-09-24,No
INV37216,CUST1146,2025-09-15,3282,164.10000000000002,3446.1000000000004,Unpaid,0.0,,No
INV14886,CUST1146,2025-08-07,3282,164.10000000000002,3446.1000000000004,Paid,3282.0,2025-08-07,No
INV86280,CUST1147,2025-09-26,1751,87.55000000000001,1838.5500000000002,Paid,1751.0,2025-09-26,No
INV57788,CUST1148,2025-12-02,1522,76.10000000000001,1598.1000000000001,Paid,1522.0,2025-12-02,No
INV76458,CUST1148,2025-09-05,1522,76.10000000000001,1598.1000000000001,Paid,1522.0,2025-09-05,No
INV53395,CUST1148,2026-01-10,1522,76.10000000000001,1598.1000000000001,Unpaid,0.0,,No
INV26544,CUST1149,2025-10-23,4189,209.45000000000002,4398.45,Paid,4189.0,2025-10-23,No
INV76629,CUST1149,2026-01-31,4189,209.45000000000002,4398.45,Paid,4189.0,2026-01-31,No
INV29259,CUST1149,2025-10-28,4189,209.45000000000002,4398.45,Paid,4189.0,2025-10-28,Yes
INV12103,CUST1149,2025-08-07,4189,209.45000000000002,4398.45,Paid,4189.0,2025-08-07,No
INV91159,CUST1150,2025-10-20,2879,143.95000000000002,3022.9500000000003,Paid,2879.0,2025-10-20,No
INV45503,CUST1150,2025-09-29,2879,143.95000000000002,3022.9500000000003,Unpaid,0.0,,No
INV74286,CUST1150,2025-09-14,2879,143.95000000000002,3022.9500000000003,Paid,2879.0,2025-09-14,No
INV47228,CUST1150,2025-12-02,2879,143.95000000000002,3022.9500000000003,Partial,1439.5,2025-12-02,No
INV94748,CUST1150,2025-10-29,2879,143.95000000000002,3022.9500000000003,Unpaid,0.0,,No
INV89818,CUST1151,2025-09-05,3517,175.85000000000002,3692.8500000000004,Paid,3517.0,2025-09-05,Yes
INV42933,CUST1151,2025-12-15,3517,175.85000000000002,3692.8500000000004,Paid,3517.0,2025-12-15,Yes
INV27375,CUST1151,2025-09-02,3517,175.85000000000002,3692.8500000000004,Paid,3517.0,2025-09-02,No
INV96724,CUST1151,2025-10-25,3517,175.85000000000002,3692.8500000000004,Partial,1758.5,2025-10-25,No
INV85324,CUST1152,2025-11-10,3132,156.60000000000002,3288.6000000000004,Paid,3132.0,2025-11-10,No
INV43340,CUST1152,2026-01-13,3132,156.60000000000002,3288.6000000000004,Paid,3132.0,2026-01-13,No
INV97959,CUST1153,2025-12-15,4176,208.8,4384.8,Paid,4176.0,2025-12-15,No
INV80532,CUST1153,2026-01-04,4176,208.8,4384.8,Paid,4176.0,2026-01-04,No
INV15232,CUST1153,2026-01-20,4176,208.8,4384.8,Paid,4176.0,2026-01-20,No
INV24026,CUST1153,2025-08-19,4176,208.8,4384.8,Paid,4176.0,2025-08-19,No
INV73185,CUST1154,2025-09-08,2300,115.0,2415.0,Paid,2300.0,2025-09-08,No
INV46182,CUST1154,2025-11-18,2300,115.0,2415.0,Unpaid,0.0,,No
INV94425,CUST1154,2025-11-04,2300,115.0,2415.0,Paid,2300.0,2025-11-04,No
INV49104,CUST1154,2025-11-28,2300,115.0,2415.0,Paid,2300.0,2025-11-28,No
INV33470,CUST1154,2025-09-04,2300,115.0,2415.0,Paid,2300.0,2025-09-04,No
INV22192,CUST1155,2025-09-06,1085,54.25,1139.25,Paid,1085.0,2025-09-06,No
INV44087,CUST1155,2025-12-20,1085,54.25,1139.25,Paid,1085.0,2025-12-20,No
INV15213,CUST1156,2025-08-29,4295,214.75,4509.75,Paid,4295.0,2025-08-29,No
INV29173,CUST1156,2025-11-27,4295,214.75,4509.75,Paid,4295.0,2025-11-27,No
INV32439,CUST1156,2026-01-06,4295,214.75,4509.75,Paid,4295.0,2026-01-06,No
INV99049,CUST1157,2026-01-24,2865,143.25,3008.25,Unpaid,0.0,,No
INV49350,CUST1157,2025-09-26,2865,143.25,3008.25,Paid,2865.0,2025-09-26,No
INV92895,CUST1157,2025-12-01,2865,143.25,3008.25,Paid,2865.0,2025-12-01,No
INV98151,CUST1157,2025-08-09,2865,143.25,3008.25,Paid,2865.0,2025-08-09,No
INV52788,CUST1158,2025-08-22,1568,78.4,1646.4,Paid,1568.0,2025-08-22,No
INV19076,CUST1159,2026-01-24,3857,192.85000000000002,4049.8500000000004,Partial,1928.5,2026-01-24,No
INV15750,CUST1160,2025-09-30,2961,148.05,3109.05,Unpaid,0.0,,No
INV42093,CUST1160,2026-01-15,2961,148.05,3109.05,Partial,1480.5,2026-01-15,No
INV93014,CUST1160,2026-01-21,2961,148.05,3109.05,Paid,2961.0,2026-01-21,No
INV79681,CUST1160,2025-12-29,2961,148.05,3109.05,Paid,2961.0,2025-12-29,No
INV29539,CUST1161,2025-08-25,4093,204.65,4297.650000000001,Unpaid,0.0,,No
INV64567,CUST1161,2025-09-28,4093,204.65,4297.650000000001,Unpaid,0.0,,Yes
INV56172,CUST1162,2025-10-14,1746,87.30000000000001,1833.3000000000002,Paid,1746.0,2025-10-14,No
INV25408,CUST1162,2025-12-03,1746,87.30000000000001,1833.3000000000002,Paid,1746.0,2025-12-03,No
INV54825,CUST1162,2026-01-19,1746,87.30000000000001,1833.3000000000002,Unpaid,0.0,,No
INV87694,CUST1163,2025-08-19,4135,206.75,4341.75,Partial,2067.5,2025-08-19,No
INV99462,CUST1163,2026-01-10,4135,206.75,4341.75,Paid,4135.0,2026-01-10,No
INV32765,CUST1164,2026-01-22,4950,247.5,5197.5,Paid,4950.0,2026-01-22,No
INV56525,CUST1164,2025-08-13,4950,247.5,5197.5,Paid,4950.0,2025-08-13,No
INV35566,CUST1164,2025-11-28,4950,247.5,5197.5,Paid,4950.0,2025-11-28,No
INV51185,CUST1164,2025-10-18,4950,247.5,5197.5,Paid,4950.0,2025-10-18,No
INV38018,CUST1164,2025-09-13,4950,247.5,5197.5,Paid,4950.0,2025-09-13,No
INV48862,CUST1165,2025-09-11,2281,114.05000000000001,2395.05,Unpaid,0.0,,No
INV96055,CUST1166,2025-11-12,2701,135.05,2836.05,Paid,2701.0,2025-11-12,No
INV90072,CUST1166,2025-11-11,2701,135.05,2836.05,Paid,2701.0,2025-11-11,No
INV16587,CUST1166,2025-08-13,2701,135.05,2836.05,Paid,2701.0,2025-08-13,No
INV81094,CUST1166,2025-12-15,2701,135.05,2836.05,Paid,2701.0,2025-12-15,No
INV45303,CUST1166,2025-11-04,2701,135.05,2836.05,Paid,2701.0,2025-11-04,No
INV90059,CUST1167,2025-09-20,4251,212.55,4463.55,Paid,4251.0,2025-09-20,No
INV77231,CUST1168,2025-12-24,4864,243.20000000000002,5107.2,Partial,2432.0,2025-12-24,No
INV91972,CUST1168,2025-08-19,4864,243.20000000000002,5107.2,Partial,2432.0,2025-08-19,No
INV16901,CUST1168,2025-08-29,4864,243.20000000000002,5107.2,Paid,4864.0,2025-08-29,No
INV73909,CUST1168,2025-09-04,4864,243.20000000000002,5107.2,Paid,4864.0,2025-09-04,No
INV21874,CUST1169,2026-01-26,854,42.7,896.7,Paid,854.0,2026-01-26,No
INV59500,CUST1170,2025-11-17,2623,131.15,2754.15,Paid,2623.0,2025-11-17,No
INV73400,CUST1170,2025-12-11,2623,131.15,2754.15,Paid,2623.0,2025-12-11,No
INV21669,CUST1170,2025-11-09,2623,131.15,2754.15,Paid,2623.0,2025-11-09,No
INV83648,CUST1171,2025-09-27,4262,213.10000000000002,4475.1,Paid,4262.0,2025-09-27,No
INV55536,CUST1171,2025-11-12,4262,213.10000000000002,4475.1,Unpaid,0.0,,No
INV81386,CUST1171,2026-01-15,4262,213.10000000000002,4475.1,Paid,4262.0,2026-01-15,Yes
INV87273,CUST1171,2025-08-11,4262,213.10000000000002,4475.1,Paid,4262.0,2025-08-11,No
INV81128,CUST1171,2026-01-19,4262,213.10000000000002,4475.1,Paid,4262.0,2026-01-19,No
INV49519,CUST1172,2025-09-09,3879,193.95000000000002,4072.9500000000003,Paid,3879.0,2025-09-09,No
INV40676,CUST1172,2025-10-30,3879,193.95000000000002,4072.9500000000003,Paid,3879.0,2025-10-30,No
INV92062,CUST1173,2025-08-17,1632,81.60000000000001,1713.6000000000001,Paid,1632.0,2025-08-17,No
INV57574,CUST1174,2025-10-16,3606,180.3,3786.3,Paid,3606.0,2025-10-16,No
INV41027,CUST1174,2025-08-27,3606,180.3,3786.3,Paid,3606.0,2025-08-27,No
INV23409,CUST1175,2025-12-19,3290,164.5,3454.5,Unpaid,0.0,,No
INV25549,CUST1176,2025-09-18,1127,56.35,1183.3500000000001,Paid,1127.0,2025-09-18,No
INV26061,CUST1176,2025-10-17,1127,56.35,1183.3500000000001,Paid,1127.0,2025-10-17,No
INV32800,CUST1176,2025-10-21,1127,56.35,1183.3500000000001,Unpaid,0.0,,No
INV85319,CUST1176,2025-11-08,1127,56.35,1183.3500000000001,Paid,1127.0,2025-11-08,No
INV75727,CUST1177,2025-10-22,4110,205.5,4315.5,Unpaid,0.0,,No
INV33383,CUST1177,2025-08-08,4110,205.5,4315.5,Paid,4110.0,2025-08-08,Yes
INV51830,CUST1178,2025-11-30,4100,205.0,4305.0,Unpaid,0.0,,No
INV90055,CUST1178,2026-01-15,4100,205.0,4305.0,Paid,4100.0,2026-01-15,No
INV66563,CUST1178,2025-12-25,4100,205.0,4305.0,Partial,2050.0,2025-12-25,No
INV61257,CUST1179,2025-08-08,4475,223.75,4698.75,Paid,4475.0,2025-08-08,No
INV45944,CUST1179,2025-12-05,4475,223.75,4698.75,Paid,4475.0,2025-12-05,No
INV35954,CUST1180,2025-11-10,3854,192.70000000000002,4046.7000000000003,Paid,3854.0,2025-11-10,No
INV22497,CUST1180,2026-01-04,3854,192.70000000000002,4046.7000000000003,Paid,3854.0,2026-01-04,No
INV23255,CUST1180,2025-10-27,3854,192.70000000000002,4046.7000000000003,Partial,1927.0,2025-10-27,No
INV54523,CUST1180,2025-10-10,3854,192.70000000000002,4046.7000000000003,Partial,1927.0,2025-10-10,No
INV86524,CUST1181,2026-01-01,2943,147.15,3090.15,Unpaid,0.0,,No
INV65805,CUST1181,2025-12-29,2943,147.15,3090.15,Unpaid,0.0,,No
INV54041,CUST1181,2025-11-20,2943,147.15,3090.15,Paid,2943.0,2025-11-20,No
INV29738,CUST1181,2025-09-02,2943,147.15,3090.15,Paid,2943.0,2025-09-02,No
INV25641,CUST1182,2025-10-19,2111,105.55000000000001,2216.55,Paid,2111.0,2025-10-19,No
INV87963,CUST1182,2025-10-29,2111,105.55000000000001,2216.55,Paid,2111.0,2025-10-29,No
INV16511,CUST1182,2025-11-06,2111,105.55000000000001,2216.55,Paid,2111.0,2025-11-06,No
INV33929,CUST1183,2025-11-27,3991,199.55,4190.55,Unpaid,0.0,,No
INV23780,CUST1184,2025-08-08,3338,166.9,3504.9,Paid,3338.0,2025-08-08,No
INV50953,CUST1184,2025-10-08,3338,166.9,3504.9,Paid,3338.0,2025-10-08,No
INV84711,CUST1184,2025-12-17,3338,166.9,3504.9,Paid,3338.0,2025-12-17,No
INV66683,CUST1184,2025-09-21,3338,166.9,3504.9,Paid,3338.0,2025-09-21,No
INV23026,CUST1185,2025-11-02,4783,239.15,5022.150000000001,Partial,2391.5,2025-11-02,No
INV66561,CUST1185,2025-09-03,4783,239.15,5022.150000000001,Paid,4783.0,2025-09-03,No
INV65161,CUST1185,2025-12-02,4783,239.15,5022.150000000001,Paid,4783.0,2025-12-02,No
INV30922,CUST1185,2025-12-08,4783,239.15,5022.150000000001,Paid,4783.0,2025-12-08,No
INV34000,CUST1186,2025-11-20,964,48.2,1012.2,Partial,482.0,2025-11-20,No
INV28395,CUST1186,2025-12-12,964,48.2,1012.2,Paid,964.0,2025-12-12,No
INV60042,CUST1186,2025-08-18,964,48.2,1012.2,Unpaid,0.0,,No
INV79497,CUST1186,2025-09-29,964,48.2,1012.2,Paid,964.0,2025-09-29,No
INV98020,CUST1186,2025-10-21,964,48.2,1012.2,Partial,482.0,2025-10-21,No
INV64710,CUST1187,2026-01-01,1622,81.10000000000001,1703.1000000000001,Unpaid,0.0,,No
INV95824,CUST1187,2025-10-23,1622,81.10000000000001,1703.1000000000001,Paid,1622.0,2025-10-23,No
INV84960,CUST1188,2025-08-15,1743,87.15,1830.15,Paid,1743.0,2025-08-15,No
INV57111,CUST1188,2025-10-25,1743,87.15,1830.15,Paid,1743.0,2025-10-25,No
